sample interval	     V5	     V2
           2304	 -0.080	  1.915
           2305	 -0.075	  1.870
           2306	 -0.090	  1.825
           2307	 -0.095	  1.775
           2308	 -0.100	  1.730
           2309	 -0.070	  1.685
           2310	 -0.070	  1.625
           2311	 -0.080	  1.560
           2312	 -0.085	  1.480
           2313	 -0.080	  1.410
           2314	 -0.075	  1.355
           2315	 -0.050	  1.300
           2316	 -0.045	  1.215
           2317	 -0.055	  1.160
           2318	 -0.060	  1.075
           2319	 -0.065	  0.985
           2320	 -0.075	  0.940
           2321	 -0.060	  0.880
           2322	 -0.060	  0.815
           2323	 -0.060	  0.750
           2324	 -0.070	  0.675
           2325	 -0.080	  0.615
           2326	 -0.100	  0.570
           2327	 -0.100	  0.520
           2328	 -0.085	  0.480
           2329	 -0.095	  0.430
           2330	 -0.110	  0.380
           2331	 -0.125	  0.335
           2332	 -0.140	  0.310
           2333	 -0.135	  0.290
           2334	 -0.140	  0.250
           2335	 -0.130	  0.225
           2336	 -0.140	  0.195
           2337	 -0.155	  0.165
           2338	 -0.170	  0.150
           2339	 -0.165	  0.135
           2340	 -0.165	  0.130
           2341	 -0.165	  0.115
           2342	 -0.170	  0.090
           2343	 -0.180	  0.070
           2344	 -0.175	  0.070
           2345	 -0.180	  0.070
           2346	 -0.175	  0.070
           2347	 -0.175	  0.055
           2348	 -0.185	  0.050
           2349	 -0.195	  0.040
           2350	 -0.200	  0.045
           2351	 -0.190	  0.040
           2352	 -0.185	  0.060
           2353	 -0.190	  0.045
           2354	 -0.200	  0.040
           2355	 -0.215	  0.030
           2356	 -0.225	  0.030
           2357	 -0.210	  0.050
           2358	 -0.200	  0.040
           2359	 -0.205	  0.040
           2360	 -0.215	  0.035
           2361	 -0.205	  0.025
           2362	 -0.220	  0.035
           2363	 -0.210	  0.040
           2364	 -0.200	  0.050
           2365	 -0.210	  0.055
           2366	 -0.210	  0.045
           2367	 -0.215	  0.040
           2368	 -0.220	  0.045
           2369	 -0.210	  0.060
           2370	 -0.195	  0.065
           2371	 -0.210	  0.075
           2372	 -0.215	  0.080
           2373	 -0.235	  0.060
           2374	 -0.240	  0.075
           2375	 -0.230	  0.090
           2376	 -0.220	  0.090
           2377	 -0.220	  0.095
           2378	 -0.230	  0.065
           2379	 -0.245	  0.060
           2380	 -0.250	  0.075
           2381	 -0.245	  0.085
           2382	 -0.240	  0.075
           2383	 -0.225	  0.070
           2384	 -0.230	  0.050
           2385	 -0.225	  0.030
           2386	 -0.235	  0.030
           2387	 -0.220	  0.030
           2388	 -0.210	  0.020
           2389	 -0.220	 -0.005
           2390	 -0.230	 -0.025
           2391	 -0.230	 -0.050
           2392	 -0.220	 -0.050
           2393	 -0.210	 -0.055
           2394	 -0.190	 -0.070
           2395	 -0.195	 -0.080
           2396	 -0.200	 -0.095
           2397	 -0.230	 -0.130
           2398	 -0.235	 -0.130
           2399	 -0.230	 -0.120
           2400	 -0.220	 -0.120
           2401	 -0.220	 -0.125
           2402	 -0.230	 -0.130
           2403	 -0.230	 -0.140
           2404	 -0.245	 -0.120
           2405	 -0.240	 -0.120
           2406	 -0.240	 -0.120
           2407	 -0.245	 -0.130
           2408	 -0.260	 -0.140
           2409	 -0.280	 -0.145
           2410	 -0.305	 -0.150
           2411	 -0.285	 -0.140
           2412	 -0.280	 -0.140
           2413	 -0.280	 -0.135
           2414	 -0.285	 -0.155
           2415	 -0.295	 -0.170
           2416	 -0.310	 -0.155
           2417	 -0.295	 -0.160
           2418	 -0.285	 -0.145
           2419	 -0.275	 -0.165
           2420	 -0.295	 -0.165
           2421	 -0.310	 -0.175
           2422	 -0.310	 -0.165
           2423	 -0.315	 -0.170
           2424	 -0.295	 -0.165
           2425	 -0.295	 -0.175
           2426	 -0.315	 -0.185
           2427	 -0.320	 -0.190
           2428	 -0.320	 -0.185
           2429	 -0.305	 -0.170
           2430	 -0.295	 -0.165
           2431	 -0.300	 -0.185
           2432	 -0.320	 -0.195
           2433	 -0.315	 -0.205
           2434	 -0.315	 -0.190
           2435	 -0.305	 -0.185
           2436	 -0.295	 -0.180
           2437	 -0.305	 -0.190
           2438	 -0.310	 -0.185
           2439	 -0.310	 -0.200
           2440	 -0.310	 -0.190
           2441	 -0.300	 -0.170
           2442	 -0.300	 -0.175
           2443	 -0.300	 -0.175
           2444	 -0.315	 -0.195
           2445	 -0.320	 -0.200
           2446	 -0.310	 -0.190
           2447	 -0.305	 -0.185
           2448	 -0.295	 -0.180
           2449	 -0.295	 -0.180
           2450	 -0.300	 -0.195
           2451	 -0.295	 -0.215
           2452	 -0.310	 -0.190
           2453	 -0.305	 -0.185
           2454	 -0.305	 -0.180
           2455	 -0.295	 -0.170
           2456	 -0.300	 -0.185
           2457	 -0.300	 -0.190
           2458	 -0.300	 -0.195
           2459	 -0.295	 -0.185
           2460	 -0.285	 -0.175
           2461	 -0.285	 -0.180
           2462	 -0.290	 -0.195
           2463	 -0.310	 -0.190
           2464	 -0.305	 -0.180
           2465	 -0.290	 -0.175
           2466	 -0.285	 -0.175
           2467	 -0.290	 -0.175
           2468	 -0.300	 -0.190
           2469	 -0.290	 -0.200
           2470	 -0.300	 -0.195
           2471	 -0.285	 -0.170
           2472	 -0.285	 -0.175
           2473	 -0.285	 -0.165
           2474	 -0.285	 -0.185
           2475	 -0.280	 -0.180
           2476	 -0.275	 -0.165
           2477	 -0.270	 -0.140
           2478	 -0.250	 -0.120
           2479	 -0.250	 -0.095
           2480	 -0.255	 -0.055
           2481	 -0.250	  0.080
           2482	 -0.230	  0.355
           2483	 -0.190	  0.680
           2484	 -0.130	  0.730
           2485	 -0.030	  0.515
           2486	  0.225	  0.300
           2487	  0.585	  0.205
           2488	  0.785	  0.160
           2489	  0.650	  0.110
           2490	  0.340	  0.055
           2491	  0.150	 -0.060
           2492	  0.110	 -0.190
           2493	  0.120	 -0.350
           2494	  0.155	 -0.520
           2495	  0.155	 -0.695
           2496	  0.155	 -0.905
           2497	  0.150	 -1.120
           2498	  0.155	 -1.350
           2499	  0.160	 -1.535
           2500	  0.165	 -1.685
           2501	  0.155	 -1.830
           2502	  0.145	 -1.970
           2503	  0.125	 -2.125
           2504	  0.135	 -2.300
           2505	  0.135	 -2.455
           2506	  0.135	 -2.570
           2507	  0.125	 -2.650
           2508	  0.110	 -2.715
           2509	  0.075	 -2.795
           2510	  0.040	 -2.900
           2511	 -0.020	 -2.980
           2512	 -0.075	 -3.005
           2513	 -0.120	 -3.025
           2514	 -0.170	 -3.055
           2515	 -0.230	 -3.090
           2516	 -0.285	 -3.120
           2517	 -0.375	 -3.135
           2518	 -0.465	 -3.140
           2519	 -0.480	 -3.140
           2520	 -0.460	 -3.125
           2521	 -0.405	 -3.105
           2522	 -0.370	 -3.100
           2523	 -0.365	 -3.070
           2524	 -0.365	 -3.010
           2525	 -0.360	 -2.915
           2526	 -0.365	 -2.820
           2527	 -0.375	 -2.725
           2528	 -0.380	 -2.615
           2529	 -0.400	 -2.500
           2530	 -0.395	 -2.350
           2531	 -0.380	 -2.170
           2532	 -0.355	 -1.950
           2533	 -0.330	 -1.705
           2534	 -0.325	 -1.480
           2535	 -0.320	 -1.240
           2536	 -0.330	 -1.010
           2537	 -0.330	 -0.760
           2538	 -0.320	 -0.545
           2539	 -0.325	 -0.325
           2540	 -0.335	 -0.135
           2541	 -0.350	  0.035
           2542	 -0.360	  0.210
           2543	 -0.350	  0.375
           2544	 -0.350	  0.530
           2545	 -0.345	  0.640
           2546	 -0.325	  0.720
           2547	 -0.325	  0.785
           2548	 -0.335	  0.855
           2549	 -0.315	  0.920
           2550	 -0.300	  0.965
           2551	 -0.285	  1.005
           2552	 -0.295	  1.045
           2553	 -0.300	  1.080
           2554	 -0.310	  1.135
           2555	 -0.295	  1.190
           2556	 -0.275	  1.230
           2557	 -0.275	  1.270
           2558	 -0.270	  1.305
           2559	 -0.285	  1.335
           2560	 -0.290	  1.375
           2561	 -0.270	  1.435
           2562	 -0.250	  1.480
           2563	 -0.265	  1.510
           2564	 -0.265	  1.545
           2565	 -0.280	  1.575
           2566	 -0.275	  1.635
           2567	 -0.275	  1.685
           2568	 -0.255	  1.725
           2569	 -0.255	  1.770
           2570	 -0.255	  1.790
           2571	 -0.260	  1.830
           2572	 -0.265	  1.865
           2573	 -0.245	  1.910
           2574	 -0.240	  1.940
           2575	 -0.235	  1.975
           2576	 -0.240	  2.005
           2577	 -0.240	  2.015
           2578	 -0.240	  2.065
           2579	 -0.225	  2.080
           2580	 -0.215	  2.105
           2581	 -0.210	  2.115
           2582	 -0.220	  2.115
           2583	 -0.205	  2.125
           2584	 -0.195	  2.145
           2585	 -0.190	  2.160
           2586	 -0.170	  2.170
           2587	 -0.175	  2.155
           2588	 -0.175	  2.130
           2589	 -0.180	  2.100
           2590	 -0.180	  2.085
           2591	 -0.145	  2.065
           2592	 -0.140	  2.040
           2593	 -0.145	  2.010
           2594	 -0.140	  1.950
           2595	 -0.140	  1.900
           2596	 -0.145	  1.865
           2597	 -0.120	  1.820
           2598	 -0.105	  1.770
           2599	 -0.110	  1.710
           2600	 -0.120	  1.635
           2601	 -0.125	  1.575
           2602	 -0.120	  1.525
           2603	 -0.115	  1.470
           2604	 -0.095	  1.400
           2605	 -0.095	  1.340
           2606	 -0.110	  1.250
           2607	 -0.110	  1.195
           2608	 -0.115	  1.125
           2609	 -0.110	  1.065
           2610	 -0.105	  1.010
           2611	 -0.105	  0.935
           2612	 -0.110	  0.865
           2613	 -0.115	  0.805
           2614	 -0.135	  0.755
           2615	 -0.125	  0.700
           2616	 -0.120	  0.650
           2617	 -0.130	  0.585
           2618	 -0.130	  0.540
           2619	 -0.145	  0.470
           2620	 -0.150	  0.435
           2621	 -0.150	  0.420
           2622	 -0.145	  0.380
           2623	 -0.150	  0.350
           2624	 -0.155	  0.305
           2625	 -0.175	  0.265
           2626	 -0.185	  0.240
           2627	 -0.170	  0.230
           2628	 -0.180	  0.205
           2629	 -0.170	  0.190
           2630	 -0.190	  0.160
           2631	 -0.190	  0.135
           2632	 -0.195	  0.115
           2633	 -0.190	  0.125
           2634	 -0.180	  0.095
           2635	 -0.190	  0.075
           2636	 -0.200	  0.055
           2637	 -0.210	  0.045
           2638	 -0.200	  0.045
           2639	 -0.195	  0.045
           2640	 -0.185	  0.025
           2641	 -0.180	  0.035
           2642	 -0.200	  0.010
           2643	 -0.210	  0.005
           2644	 -0.205	  0.005
           2645	 -0.200	  0.005
           2646	 -0.185	  0.010
           2647	 -0.200	 -0.010
           2648	 -0.205	 -0.020
           2649	 -0.210	 -0.015
           2650	 -0.205	 -0.010
           2651	 -0.205	  0.000
           2652	 -0.200	  0.010
           2653	 -0.200	 -0.010
           2654	 -0.210	 -0.015
           2655	 -0.210	 -0.020
           2656	 -0.220	 -0.015
           2657	 -0.200	  0.005
           2658	 -0.190	  0.000
           2659	 -0.200	 -0.005
           2660	 -0.210	  0.000
           2661	 -0.215	 -0.015
           2662	 -0.225	  0.000
           2663	 -0.215	  0.005
           2664	 -0.195	  0.000
           2665	 -0.205	  0.000
           2666	 -0.210	  0.000
           2667	 -0.220	 -0.010
           2668	 -0.220	  0.005
           2669	 -0.210	  0.015
           2670	 -0.200	  0.010
           2671	 -0.210	  0.020
           2672	 -0.215	  0.000
           2673	 -0.215	 -0.005
           2674	 -0.220	  0.000
           2675	 -0.215	  0.005
           2676	 -0.210	  0.010
           2677	 -0.210	  0.000
           2678	 -0.215	 -0.005
           2679	 -0.215	 -0.020
           2680	 -0.230	 -0.010
           2681	 -0.215	 -0.005
           2682	 -0.210	 -0.010
           2683	 -0.215	 -0.025
           2684	 -0.225	 -0.020
           2685	 -0.230	 -0.040
           2686	 -0.245	 -0.030
           2687	 -0.225	 -0.030
           2688	 -0.220	 -0.035
           2689	 -0.225	 -0.040
           2690	 -0.230	 -0.055
           2691	 -0.245	 -0.065
           2692	 -0.240	 -0.065
           2693	 -0.235	 -0.060
           2694	 -0.225	 -0.060
           2695	 -0.225	 -0.070
           2696	 -0.235	 -0.080
           2697	 -0.240	 -0.090
           2698	 -0.250	 -0.080
           2699	 -0.240	 -0.085
           2700	 -0.225	 -0.085
           2701	 -0.230	 -0.090
           2702	 -0.240	 -0.105
           2703	 -0.245	 -0.115
           2704	 -0.255	 -0.110
           2705	 -0.250	 -0.095
           2706	 -0.245	 -0.100
           2707	 -0.245	 -0.105
           2708	 -0.250	 -0.120
           2709	 -0.260	 -0.130
           2710	 -0.265	 -0.125
           2711	 -0.245	 -0.105
           2712	 -0.245	 -0.110
           2713	 -0.245	 -0.110
           2714	 -0.245	 -0.130
           2715	 -0.270	 -0.125
           2716	 -0.265	 -0.105
           2717	 -0.260	 -0.105
           2718	 -0.255	 -0.100
           2719	 -0.260	 -0.100
           2720	 -0.265	 -0.105
           2721	 -0.275	 -0.105
           2722	 -0.285	 -0.105
           2723	 -0.270	 -0.090
           2724	 -0.270	 -0.090
           2725	 -0.270	 -0.095
           2726	 -0.275	 -0.105
           2727	 -0.270	 -0.120
           2728	 -0.260	 -0.120
           2729	 -0.245	 -0.125
           2730	 -0.230	 -0.120
           2731	 -0.230	 -0.140
           2732	 -0.245	 -0.160
           2733	 -0.245	 -0.170
           2734	 -0.240	 -0.175
           2735	 -0.225	 -0.180
           2736	 -0.210	 -0.190
           2737	 -0.215	 -0.210
           2738	 -0.220	 -0.225
           2739	 -0.215	 -0.240
           2740	 -0.235	 -0.225
           2741	 -0.235	 -0.235
           2742	 -0.225	 -0.240
           2743	 -0.230	 -0.245
           2744	 -0.225	 -0.260
           2745	 -0.235	 -0.265
           2746	 -0.240	 -0.240
           2747	 -0.230	 -0.220
           2748	 -0.220	 -0.215
           2749	 -0.240	 -0.220
           2750	 -0.240	 -0.225
           2751	 -0.260	 -0.235
           2752	 -0.260	 -0.220
           2753	 -0.270	 -0.215
           2754	 -0.265	 -0.215
           2755	 -0.255	 -0.200
           2756	 -0.265	 -0.225
           2757	 -0.280	 -0.225
           2758	 -0.265	 -0.215
           2759	 -0.260	 -0.210
           2760	 -0.260	 -0.210
           2761	 -0.260	 -0.200
           2762	 -0.265	 -0.215
           2763	 -0.270	 -0.225
           2764	 -0.275	 -0.200
           2765	 -0.255	 -0.190
           2766	 -0.250	 -0.190
           2767	 -0.260	 -0.190
           2768	 -0.265	 -0.195
           2769	 -0.270	 -0.185
           2770	 -0.265	 -0.170
           2771	 -0.255	 -0.130
           2772	 -0.235	 -0.080
           2773	 -0.225	  0.020
           2774	 -0.220	  0.220
           2775	 -0.195	  0.550
           2776	 -0.160	  0.825
           2777	 -0.105	  0.760
           2778	  0.010	  0.495
           2779	  0.310	  0.310
           2780	  0.680	  0.225
           2781	  0.825	  0.195
           2782	  0.595	  0.155
           2783	  0.295	  0.135
           2784	  0.145	  0.100
           2785	  0.130	  0.055
           2786	  0.160	 -0.010
           2787	  0.185	 -0.125
           2788	  0.190	 -0.250
           2789	  0.210	 -0.425
           2790	  0.245	 -0.620
           2791	  0.260	 -0.855
           2792	  0.265	 -1.090
           2793	  0.290	 -1.340
           2794	  0.300	 -1.580
           2795	  0.305	 -1.785
           2796	  0.320	 -1.975
           2797	  0.330	 -2.100
           2798	  0.345	 -2.220
           2799	  0.365	 -2.325
           2800	  0.380	 -2.400
           2801	  0.380	 -2.505
           2802	  0.410	 -2.610
           2803	  0.395	 -2.735
           2804	  0.395	 -2.860
           2805	  0.345	 -2.925
           2806	  0.285	 -2.970
           2807	  0.230	 -3.015
           2808	  0.195	 -3.055
           2809	  0.155	 -3.105
           2810	  0.065	 -3.145
           2811	 -0.035	 -3.165
           2812	 -0.130	 -3.165
           2813	 -0.160	 -3.165
           2814	 -0.140	 -3.160
           2815	 -0.130	 -3.170
           2816	 -0.135	 -3.170
           2817	 -0.140	 -3.145
           2818	 -0.165	 -3.095
           2819	 -0.170	 -3.035
           2820	 -0.190	 -2.960
           2821	 -0.225	 -2.870
           2822	 -0.285	 -2.770
           2823	 -0.320	 -2.640
           2824	 -0.345	 -2.490
           2825	 -0.345	 -2.335
           2826	 -0.350	 -2.130
           2827	 -0.360	 -1.900
           2828	 -0.370	 -1.670
           2829	 -0.400	 -1.405
           2830	 -0.405	 -1.165
           2831	 -0.395	 -0.915
           2832	 -0.370	 -0.675
           2833	 -0.370	 -0.430
           2834	 -0.365	 -0.225
           2835	 -0.395	 -0.040
           2836	 -0.390	  0.140
           2837	 -0.410	  0.320
           2838	 -0.395	  0.480
           2839	 -0.400	  0.630
           2840	 -0.390	  0.725
           2841	 -0.400	  0.790
           2842	 -0.395	  0.870
           2843	 -0.380	  0.935
           2844	 -0.350	  0.990
           2845	 -0.335	  1.035
           2846	 -0.335	  1.075
           2847	 -0.340	  1.115
           2848	 -0.350	  1.165
           2849	 -0.335	  1.220
           2850	 -0.315	  1.270
           2851	 -0.325	  1.310
           2852	 -0.330	  1.345
           2853	 -0.330	  1.385
           2854	 -0.325	  1.450
           2855	 -0.315	  1.500
           2856	 -0.305	  1.545
           2857	 -0.315	  1.580
           2858	 -0.320	  1.630
           2859	 -0.320	  1.660
           2860	 -0.320	  1.720
           2861	 -0.320	  1.770
           2862	 -0.305	  1.815
           2863	 -0.295	  1.850
           2864	 -0.315	  1.885
           2865	 -0.300	  1.915
           2866	 -0.295	  1.970
           2867	 -0.280	  2.010
           2868	 -0.275	  2.045
           2869	 -0.290	  2.070
           2870	 -0.285	  2.090
           2871	 -0.300	  2.125
           2872	 -0.295	  2.160
           2873	 -0.280	  2.180
           2874	 -0.260	  2.200
           2875	 -0.270	  2.200
           2876	 -0.270	  2.195
           2877	 -0.270	  2.205
           2878	 -0.255	  2.210
           2879	 -0.240	  2.210
           2880	 -0.225	  2.205
           2881	 -0.215	  2.190
           2882	 -0.205	  2.155
           2883	 -0.210	  2.120
           2884	 -0.210	  2.095
           2885	 -0.200	  2.070
           2886	 -0.180	  2.025
           2887	 -0.165	  1.985
           2888	 -0.165	  1.930
           2889	 -0.165	  1.880
           2890	 -0.170	  1.815
           2891	 -0.150	  1.760
           2892	 -0.145	  1.715
           2893	 -0.145	  1.640
           2894	 -0.135	  1.570
           2895	 -0.145	  1.490
           2896	 -0.140	  1.420
           2897	 -0.145	  1.360
           2898	 -0.125	  1.285
           2899	 -0.130	  1.200
           2900	 -0.140	  1.110
           2901	 -0.145	  1.040
           2902	 -0.160	  0.960
           2903	 -0.150	  0.900
           2904	 -0.135	  0.840
           2905	 -0.145	  0.770
           2906	 -0.155	  0.695
           2907	 -0.165	  0.625
           2908	 -0.170	  0.580
           2909	 -0.160	  0.520
           2910	 -0.145	  0.475
           2911	 -0.160	  0.425
           2912	 -0.170	  0.375
           2913	 -0.190	  0.315
           2914	 -0.190	  0.285
           2915	 -0.180	  0.255
           2916	 -0.175	  0.220
           2917	 -0.170	  0.185
           2918	 -0.195	  0.155
           2919	 -0.210	  0.110
           2920	 -0.215	  0.110
           2921	 -0.210	  0.095
           2922	 -0.210	  0.070
           2923	 -0.220	  0.055
           2924	 -0.225	  0.025
           2925	 -0.235	  0.000
           2926	 -0.235	  0.000
           2927	 -0.220	  0.000
           2928	 -0.215	 -0.005
           2929	 -0.220	 -0.015
           2930	 -0.215	 -0.030
           2931	 -0.220	 -0.040
           2932	 -0.230	 -0.055
           2933	 -0.235	 -0.035
           2934	 -0.220	 -0.040
           2935	 -0.230	 -0.040
           2936	 -0.245	 -0.065
           2937	 -0.250	 -0.070
           2938	 -0.240	 -0.075
           2939	 -0.230	 -0.065
           2940	 -0.215	 -0.060
           2941	 -0.230	 -0.075
           2942	 -0.240	 -0.075
           2943	 -0.245	 -0.080
           2944	 -0.245	 -0.075
           2945	 -0.230	 -0.065
           2946	 -0.225	 -0.060
           2947	 -0.225	 -0.055
           2948	 -0.235	 -0.070
           2949	 -0.230	 -0.085
           2950	 -0.230	 -0.070
           2951	 -0.225	 -0.060
           2952	 -0.205	 -0.055
           2953	 -0.215	 -0.040
           2954	 -0.225	 -0.060
           2955	 -0.240	 -0.065
           2956	 -0.250	 -0.070
           2957	 -0.235	 -0.040
           2958	 -0.215	 -0.035
           2959	 -0.225	 -0.050
           2960	 -0.225	 -0.040
           2961	 -0.235	 -0.055
           2962	 -0.250	 -0.035
           2963	 -0.245	 -0.020
           2964	 -0.235	 -0.035
           2965	 -0.240	 -0.025
           2966	 -0.260	 -0.035
           2967	 -0.255	 -0.035
           2968	 -0.250	 -0.035
           2969	 -0.240	 -0.025
           2970	 -0.225	 -0.030
           2971	 -0.240	 -0.040
           2972	 -0.250	 -0.050
           2973	 -0.260	 -0.055
           2974	 -0.265	 -0.060
           2975	 -0.255	 -0.040
           2976	 -0.235	 -0.050
           2977	 -0.260	 -0.050
           2978	 -0.260	 -0.065
           2979	 -0.260	 -0.075
           2980	 -0.275	 -0.075
           2981	 -0.255	 -0.070
           2982	 -0.255	 -0.065
           2983	 -0.270	 -0.090
           2984	 -0.280	 -0.105
           2985	 -0.275	 -0.110
           2986	 -0.285	 -0.120
           2987	 -0.280	 -0.105
           2988	 -0.265	 -0.110
           2989	 -0.285	 -0.115
           2990	 -0.285	 -0.125
           2991	 -0.295	 -0.130
           2992	 -0.290	 -0.130
           2993	 -0.285	 -0.120
           2994	 -0.265	 -0.125
           2995	 -0.275	 -0.135
           2996	 -0.275	 -0.150
           2997	 -0.290	 -0.165
           2998	 -0.280	 -0.160
           2999	 -0.270	 -0.150
           3000	 -0.270	 -0.155
           3001	 -0.275	 -0.175
           3002	 -0.280	 -0.190
           3003	 -0.300	 -0.190
           3004	 -0.305	 -0.180
           3005	 -0.305	 -0.175
           3006	 -0.280	 -0.180
           3007	 -0.295	 -0.200
           3008	 -0.285	 -0.210
           3009	 -0.300	 -0.205
           3010	 -0.315	 -0.210
           3011	 -0.310	 -0.200
           3012	 -0.300	 -0.205
           3013	 -0.290	 -0.200
           3014	 -0.295	 -0.215
           3015	 -0.305	 -0.225
           3016	 -0.310	 -0.220
           3017	 -0.300	 -0.205
           3018	 -0.295	 -0.205
           3019	 -0.290	 -0.210
           3020	 -0.285	 -0.230
           3021	 -0.300	 -0.225
           3022	 -0.295	 -0.230
           3023	 -0.300	 -0.215
           3024	 -0.280	 -0.220
           3025	 -0.280	 -0.215
           3026	 -0.285	 -0.215
           3027	 -0.310	 -0.240
           3028	 -0.300	 -0.230
           3029	 -0.295	 -0.220
           3030	 -0.265	 -0.210
           3031	 -0.270	 -0.230
           3032	 -0.290	 -0.235
           3033	 -0.300	 -0.240
           3034	 -0.285	 -0.235
           3035	 -0.275	 -0.230
           3036	 -0.280	 -0.225
           3037	 -0.280	 -0.235
           3038	 -0.305	 -0.230
           3039	 -0.300	 -0.235
           3040	 -0.300	 -0.220
           3041	 -0.305	 -0.210
           3042	 -0.285	 -0.200
           3043	 -0.285	 -0.195
           3044	 -0.315	 -0.195
           3045	 -0.320	 -0.200
           3046	 -0.315	 -0.185
           3047	 -0.305	 -0.170
           3048	 -0.285	 -0.170
           3049	 -0.290	 -0.170
           3050	 -0.295	 -0.190
           3051	 -0.290	 -0.190
           3052	 -0.310	 -0.180
           3053	 -0.285	 -0.175
           3054	 -0.270	 -0.165
           3055	 -0.270	 -0.175
           3056	 -0.260	 -0.195
           3057	 -0.255	 -0.210
           3058	 -0.255	 -0.215
           3059	 -0.235	 -0.195
           3060	 -0.225	 -0.200
           3061	 -0.225	 -0.185
           3062	 -0.220	 -0.185
           3063	 -0.215	 -0.135
           3064	 -0.190	  0.000
           3065	 -0.170	  0.270
           3066	 -0.145	  0.665
           3067	 -0.125	  0.835
           3068	 -0.085	  0.660
           3069	  0.060	  0.370
           3070	  0.410	  0.215
           3071	  0.810	  0.155
           3072	  0.940	  0.090
           3073	  0.700	  0.020
           3074	  0.365	 -0.070
           3075	  0.180	 -0.135
           3076	  0.140	 -0.250
           3077	  0.170	 -0.385
           3078	  0.180	 -0.540
           3079	  0.155	 -0.705
           3080	  0.120	 -0.905
           3081	  0.115	 -1.130
           3082	  0.110	 -1.320
           3083	  0.145	 -1.465
           3084	  0.160	 -1.585
           3085	  0.150	 -1.705
           3086	  0.130	 -1.865
           3087	  0.125	 -2.045
           3088	  0.120	 -2.225
           3089	  0.145	 -2.400
           3090	  0.165	 -2.560
           3091	  0.150	 -2.680
           3092	  0.140	 -2.790
           3093	  0.100	 -2.905
           3094	  0.080	 -2.980
           3095	  0.080	 -3.055
           3096	  0.055	 -3.105
           3097	  0.000	 -3.140
           3098	 -0.015	 -3.185
           3099	 -0.080	 -3.220
           3100	 -0.135	 -3.240
           3101	 -0.210	 -3.235
           3102	 -0.280	 -3.255
           3103	 -0.370	 -3.255
           3104	 -0.415	 -3.265
           3105	 -0.410	 -3.265
           3106	 -0.385	 -3.250
           3107	 -0.350	 -3.205
           3108	 -0.330	 -3.150
           3109	 -0.345	 -3.080
           3110	 -0.370	 -2.985
           3111	 -0.405	 -2.860
           3112	 -0.420	 -2.700
           3113	 -0.425	 -2.545
           3114	 -0.410	 -2.330
           3115	 -0.395	 -2.120
           3116	 -0.355	 -1.910
           3117	 -0.340	 -1.680
           3118	 -0.315	 -1.430
           3119	 -0.280	 -1.180
           3120	 -0.275	 -0.955
           3121	 -0.305	 -0.755
           3122	 -0.320	 -0.560
           3123	 -0.340	 -0.360
           3124	 -0.350	 -0.160
           3125	 -0.345	  0.020
           3126	 -0.320	  0.180
           3127	 -0.330	  0.325
           3128	 -0.320	  0.430
           3129	 -0.320	  0.545
           3130	 -0.310	  0.620
           3131	 -0.285	  0.700
           3132	 -0.275	  0.745
           3133	 -0.265	  0.795
           3134	 -0.275	  0.820
           3135	 -0.265	  0.865
           3136	 -0.260	  0.925
           3137	 -0.255	  0.965
           3138	 -0.240	  0.995
           3139	 -0.245	  1.030
           3140	 -0.250	  1.055
           3141	 -0.235	  1.080
           3142	 -0.245	  1.125
           3143	 -0.230	  1.170
           3144	 -0.210	  1.215
           3145	 -0.205	  1.245
           3146	 -0.215	  1.275
           3147	 -0.220	  1.300
           3148	 -0.215	  1.360
           3149	 -0.210	  1.400
           3150	 -0.210	  1.435
           3151	 -0.200	  1.475
           3152	 -0.200	  1.500
           3153	 -0.205	  1.530
           3154	 -0.200	  1.585
           3155	 -0.205	  1.640
           3156	 -0.185	  1.675
           3157	 -0.175	  1.690
           3158	 -0.170	  1.720
           3159	 -0.160	  1.745
           3160	 -0.160	  1.785
           3161	 -0.135	  1.815
           3162	 -0.120	  1.845
           3163	 -0.125	  1.870
           3164	 -0.140	  1.880
           3165	 -0.140	  1.885
           3166	 -0.130	  1.915
           3167	 -0.110	  1.935
           3168	 -0.110	  1.955
           3169	 -0.105	  1.950
           3170	 -0.100	  1.940
           3171	 -0.100	  1.950
           3172	 -0.105	  1.945
           3173	 -0.090	  1.955
           3174	 -0.065	  1.930
           3175	 -0.075	  1.915
           3176	 -0.060	  1.880
           3177	 -0.065	  1.850
           3178	 -0.070	  1.825
           3179	 -0.050	  1.790
           3180	 -0.040	  1.745
           3181	 -0.050	  1.700
           3182	 -0.040	  1.645
           3183	 -0.050	  1.595
           3184	 -0.050	  1.545
           3185	 -0.035	  1.495
           3186	 -0.030	  1.445
           3187	 -0.035	  1.365
           3188	 -0.060	  1.305
           3189	 -0.065	  1.220
           3190	 -0.065	  1.160
           3191	 -0.060	  1.100
           3192	 -0.040	  1.040
           3193	 -0.060	  0.960
           3194	 -0.070	  0.880
           3195	 -0.075	  0.810
           3196	 -0.100	  0.750
           3197	 -0.100	  0.710
           3198	 -0.100	  0.655
           3199	 -0.115	  0.580
           3200	 -0.120	  0.530
           3201	 -0.135	  0.460
           3202	 -0.145	  0.420
           3203	 -0.135	  0.375
           3204	 -0.135	  0.325
           3205	 -0.145	  0.295
           3206	 -0.160	  0.250
           3207	 -0.165	  0.205
           3208	 -0.165	  0.195
